Name_of_Influencer,Insta_Handle,Q_Score,Followers,Avg_Likes,Avg_Views,Engagement_Ratio,Location,Categories,Influencer_Tier
Chennaiyin FC,chennaiyinfc,8.41,340600,10500.0,36900.0,3.08,Chennai,Sports,Mid Tier
Simran & Rishabh,the_foodie_bae,7.2,338000,740.0,69400.0,0.22,Delhi,Food and Drink,Mid Tier
Ajay Thakur,ajaythakurkabaddi,8.42,336700,11200.0,35400.0,3.37,Nalagarh,Arts and Entertainment,Mid Tier
Manan Vohra,mananvohra36,8.47,336000,13500.0,15000.0,4.04,Chandigarh,Sports,Mid Tier
Pooja Makhija,poojamakhija,7.88,334400,4200.0,98400.0,1.26,Mumbai,Food and Drink,Mid Tier
Natasha Noel,natashanoel001,8.11,333200,6700.0,114900.0,2.04,Mumbai,Health and Fitness,Mid Tier
Deeba Rajpal,passionateaboutbaking,8.15,332800,7000.0,44600.0,2.17,India,Food and Drink,Mid Tier
Awesome Sauce,awesomesaucein,4.73,332100,70.0,1600.0,0.02,Mumbai,Food and Drink,Mid Tier
Govind,keralafoodie,8.27,331800,8500.0,97600.0,2.57,Kerala,Food and Drink,Mid Tier
Sonali Swami,sonali_swami,7.64,328300,1400.0,8400.0,0.46,Bengaluru,Health and Fitness,Mid Tier
Manika Batra,manikabatra.15,8.58,326000,19200.0,47900.0,5.9,Delhi,Sports,Mid Tier
MEHAK DHAWAN,foodiesince96,7.5,324700,900.0,38800.0,0.29,New Delhi,Food and Drink,Mid Tier
Shakya RS,rohitsakyars,8.42,323600,11000.0,4600.0,3.43,Delhi,Travel,Mid Tier
LG India,lg_india,6.03,321700,209.0,2100.0,0.07,India,Technology,Mid Tier
Photography,Photography,7.65,321400,1600.0,2600.0,0.51,India,Photography,Mid Tier
EPhotosWorld.com,pandeyrr,7.79,321300,3100.0,28600.0,0.99,India,Arts and Entertainment,Mid Tier
Uttarakhand Tourism,uttarakhand_tourismofficial,7.57,320800,1000.0,5400.0,0.31,Dehra Dun,Travel,Mid Tier
Amit Gaur,gaur_amit,8.8,320500,30400.0,60000.0,9.49,Mumbai,Food and Drink,Mid Tier
Avantika Mohan,avantii2,8.4,318300,10400.0,54200.0,3.28,India,Lifestyle and Fashion,Mid Tier
RambhaIndrakumar??,rambhaindran_,8.14,316900,7000.0,73900.0,2.24,Chennai,Arts and Entertainment,Mid Tier
Prashanth Ravi,prashanth_bionic,8.44,316400,12300.0,37900.0,3.92,Chennai,Arts and Entertainment,Mid Tier
Saan And Abhi,thatordinarycouple,6.66,316200,433.0,62500.0,0.14,Ooty,Lifestyle and Fashion,Mid Tier
Mithun H,Photography,8.41,316000,10800.0,39300.0,3.46,Bengaluru,Photography,Mid Tier
Ankush Goyal,its_ankushgoyal,8.41,315500,10600.0,54200.0,3.43,Abohar,Travel,Mid Tier
Manubhai Jewellers,manubhaijewels,8.44,314200,12100.0,4900.0,3.87,Borivali West,Business,Mid Tier
AartiBedi,aartibedii,8.55,313500,17400.0,4900.0,5.59,Mumbai,Lifestyle and Fashion,Mid Tier
Junaid Kaliwala,ifbbpro_jkaliwala,7.95,312500,4900.0,27100.0,1.59,Mumbai,Health and Fitness,Mid Tier
Yogeshwar Dutt,yogeshwardutt,8.04,310200,5900.0,34300.0,1.92,Gohana,Sports,Mid Tier
Lakshay Talreja,thefoodieshub,7.93,308900,4800.0,122800.0,1.56,Delhi,Food and Drink,Mid Tier
Food Talk,foodtalkindia,6.42,308100,353.0,5500.0,0.12,Delhi,Food and Drink,Mid Tier
Rahul Jhangiani,rahuljhangiani,8.29,307600,8700.0,47100.0,2.85,Mumbai,Photography,Mid Tier
Vimal Chandran,vimalchandran,8.3,307500,8800.0,16000.0,2.89,Bengaluru,Photography,Mid Tier
Motor Octane,motoroctane,7.95,307400,4900.0,12500.0,1.62,India,Automotive,Mid Tier
Harman Sidhu,Fitness,7.89,303600,4200.0,130400.0,1.42,Chandigarh,Food and Drink,Mid Tier
Sandeep Singh,sandeep_rebirth,7.68,301500,1900.0,4300.0,0.65,Haryana,Sports,Mid Tier
Delhi Eats,kuljyoti.dhingra,7.75,301300,2700.0,30600.0,0.9,Delhi,Food and Drink,Mid Tier
Harsha Bhogle,bhogle_harsha,8.31,300800,9000.0,33600.0,3.0,Mumbai,Sports,Mid Tier
Krazy Butterfly,thekrazybutterfly,8.4,300700,10300.0,26100.0,3.46,Mumbai,Travel,Mid Tier
Gunjan Shouts,gunjanshouts,7.78,300500,3100.0,18500.0,1.02,Delhi,Health and Fitness,Mid Tier
Sandesh Jhingan,sandesh21jhingan,8.07,300000,6300.0,48300.0,2.11,Chandigarh,Sports,Mid Tier
Unmesh Dinda,piximperfect,7.69,300000,2000.0,93300.0,0.68,India,Arts and Entertainment,Mid Tier
Street Food Recipes,streetfoodrecipe,7.62,298500,1300.0,81500.0,0.44,India,Food and Drink,Mid Tier
Shiv Thakare,shivthakare9,8.15,298100,7200.0,19700.0,2.44,Mumbai,Arts and Entertainment,Mid Tier
Mukti Gautam,muktigautam,8.63,297800,21700.0,350800.0,7.31,Mumbai,Health and Fitness,Mid Tier
Shreyas Gopal,shreyasg0519,8.02,296600,5800.0,10900.0,1.96,Bengaluru,Sports,Mid Tier
Saket Gokhale,saketgokhale,9.2,295400,62900.0,120100.0,21.46,Pune,Health and Fitness,Mid Tier
Saweety Boora ?????? ????,saweetyboora,8.55,294700,17600.0,80500.0,6.06,Delhi,Sports,Mid Tier
Ankita Singh,ankita_extreme,7.98,289700,5300.0,32100.0,1.84,Mumbai,Health and Fitness,Mid Tier
???????????? ??????????,nikhilmalik__,8.68,289400,24000.0,275800.0,8.33,India,Arts and Entertainment,Mid Tier
Muscle Buzz Gym,jitender_rajput_official,7.66,286000,1600.0,6500.0,0.59,Delhi,Health and Fitness,Mid Tier
Richa,dr.richa.negi,8.55,284900,17500.0,150600.0,6.23,Mumbai,Health and Fitness,Mid Tier
Jagadeesan,jagadeesan_200,8.8,284500,30300.0,112400.0,10.69,Coimbatore,Sports,Mid Tier
Divas Gupta,divasgupta,7.0,284300,599.0,6300.0,0.22,India,Education,Mid Tier
Kimi Werner,kimi_swimmy,8.1,284200,6600.0,24300.0,2.34,Assam,Food and Drink,Mid Tier
Babita Phogat,babitaphogatofficial,7.89,283300,4300.0,29200.0,1.54,Bhiwani,Sports,Mid Tier
Sophiya Fernandes,pizzawali,7.37,282800,838.0,26600.0,0.3,Mumbai,Food and Drink,Mid Tier
Neha Shah,nehadeepakshah,7.69,282200,2000.0,7900.0,0.75,Mumbai,Food and Drink,Mid Tier
Yash Anand,theyashanand,8.87,281900,33400.0,119000.0,11.96,Gwalior,Health and Fitness,Mid Tier
Chef Kirti Bhoutika,kirtibhoutika,7.78,279600,3000.0,14000.0,1.08,Kolkata,Food and Drink,Mid Tier
Kalpika,iamkalpika,7.88,279600,4200.0,6100.0,1.51,Hyderabad,Food and Drink,Mid Tier
Vikrant Gupta,vikrant.gupta73,8.46,277700,13000.0,46900.0,4.82,New Delhi,Sports,Mid Tier
Sports,Sports,7.63,277500,1400.0,5400.0,0.49,Bengaluru,Sports,Mid Tier
Surbhi Kaushik,surbhikaushik,7.84,276900,3700.0,13600.0,1.37,Bengaluru,Travel,Mid Tier
Amrita Raichand,amritaraichand,7.67,276300,1800.0,26800.0,0.67,Mumbai,Food and Drink,Mid Tier
Sanju Techy,sanjutechy,8.62,275500,21300.0,115900.0,7.75,Alappuzha,Technology,Mid Tier
Ruhez Amrelia,technoruhez,8.21,270100,7900.0,21700.0,2.94,India,Technology,Mid Tier
Fit Tuber,fittuber,8.65,269000,22200.0,64000.0,8.47,India,Food and Drink,Mid Tier
Jeje Lalpekhlua,jejefanai,8.48,268600,14100.0,32299.0,5.27,Kolkata,Sports,Mid Tier
FoodFood,foodfoodtv,6.21,267800,280.0,2200.0,0.11,India,Food and Drink,Mid Tier
Eat Kochi Eat,eatkochieat,8.22,267600,8000.0,127700.0,2.98,Kerala,Food and Drink,Mid Tier
Atul Kasbekar,atulkasbekar,7.57,267000,900.0,27300.0,0.37,Mumbai,Arts and Entertainment,Mid Tier
Manoj Tiwary,mannirocks14,7.63,265300,1400.0,2400.0,0.53,Howrah,Sports,Mid Tier
DailyObjects.com,dailyobjects_official,6.32,265100,313.0,4600.0,0.12,Bengaluru,Technology,Mid Tier
Dhawal Kulkarni,dhawal_kulkarni,7.85,264800,3900.0,13100.0,1.47,Mumbai,Sports,Mid Tier
Pragya S,thisisdelhi,7.65,264600,1600.0,47300.0,0.62,Delhi,Food and Drink,Mid Tier
Subhash Nair,itsmesubhash,8.05,264600,6000.0,54600.0,2.32,India,Photography,Mid Tier
EatTreat,eattreat,6.22,264500,283.0,1200.0,0.11,India,Food and Drink,Mid Tier
Avinash Gowariker,avigowariker,8.05,263400,6000.0,19800.0,2.31,Mumbai,Arts and Entertainment,Mid Tier
Lbb,lbbdelhincr,6.15,262900,253.0,40500.0,0.1,Delhi,Food and Drink,Mid Tier
Food Maniac�,foodmaniacindia,6.2,261600,272.0,2700.0,0.11,Mumbai,Food and Drink,Mid Tier
ShivFit,shivohamofficial,7.85,260100,3900.0,12000.0,1.5,Pune,Health and Fitness,Mid Tier
CricFit,cricfit,8.04,256399,6000.0,19500.0,2.35,Mumbai,Sports,Mid Tier
Patna Pirates,patnapirates,7.67,256000,1800.0,6300.0,0.71,Patna,Sports,Mid Tier
Harpal Singh Sokhi,chefharpalsokhi,5.77,254600,170.0,3600.0,0.07,Mumbai,Food and Drink,Mid Tier
Appurv Gupta,appurv20,7.63,253700,1400.0,93600.0,0.54,Delhi,Technology,Mid Tier
Myhappinesz,myhappinesz,7.18,253400,721.0,44900.0,0.29,New Delhi,Family and Parenting,Mid Tier
Roshni Misbah,roshnimisbah,7.97,249300,5100.0,20700.0,2.08,Delhi,Automotive,Mid Tier
Mimi Bhattacharjee,mousumi992,7.66,246000,1700.0,7800.0,0.72,Kolkata,Travel,Mid Tier
Raj Singh Arora,irajsingharora,6.8,245100,494.0,4800.0,0.21,Mumbai,Arts and Entertainment,Mid Tier
What To Eat PH,whattoeatph,7.14,244700,704.0,8800.0,0.29,Assam,Food and Drink,Mid Tier
Pooja Sharma,pooja_flabtofab,7.29,243200,788.0,4000.0,0.33,Bengaluru,Health and Fitness,Mid Tier
Travel,Travel,5.73,242600,165.0,4800.0,0.07,India,Lifestyle and Fashion,Mid Tier
Hero MotoCorp,heromotocorp,6.91,242400,552.0,5300.0,0.23,New Delhi,Automotive,Mid Tier
Mytastycurry,rekhakakkar,7.38,242000,821.0,13000.0,0.36,New Delhi,Food and Drink,Mid Tier
Vinesh Phogat,vineshphogat,8.17,241000,7400.0,44100.0,3.08,Haryana,Sports,Mid Tier
Funfoodandfrolic,funfoodandfrolic,6.89,240500,539.0,26500.0,0.23,Gurgaon,Food and Drink,Mid Tier
Apoorva Jayarajan,apoorvajayarajan,7.98,240300,5300.0,9800.0,2.22,Pune,Health and Fitness,Mid Tier
Arjun Vajpai,arjunvajpai,7.78,240100,3100.0,9700.0,1.31,Noida,Travel,Mid Tier
TheSwaddle,theswaddle,7.29,237700,801.0,10000.0,0.34,India,Family and Parenting,Mid Tier
Qqquang,qqquang,8.18,236500,7400.0,28100.0,3.19,India,Food and Drink,Mid Tier
DforDelhi,dfordelhi,7.69,235700,2000.0,18300.0,0.87,New Delhi,Food and Drink,Mid Tier
Kunal Malhotra,Photography,8.04,235400,5900.0,13700.0,2.56,India,Photography,Mid Tier
Sports,Sports,7.83,234800,3600.0,2300.0,1.56,India,Sports,Mid Tier
SaddiDilli.com,saadidilli,7.08,234500,676.0,13800.0,0.29,Delhi,Food and Drink,Mid Tier
AshiqueKuruniyan,ashiquekuruniyan22,8.68,232900,24200.0,56600.0,10.46,Pune,Sports,Mid Tier
Pragyan Ojha,pragyanojha,7.74,232700,2600.0,628.0,1.11,Bhubaneswar,Sports,Mid Tier
Aswathy Ashok Kumar,asvimalayalamaswathy,8.01,232400,5600.0,132200.0,2.43,Kerala,Lifestyle and Fashion,Mid Tier
Sharanya Iyer,trulynomadly,7.84,232200,3700.0,14200.0,1.64,Mumbai,Travel,Mid Tier
Ramandipak,dipak_studios,7.73,231300,2500.0,11300.0,1.09,New Delhi,Arts and Entertainment,Mid Tier
Dark Daidus (no RP),daidus_art,8.94,230300,37300.0,53000.0,16.25,Mangalore,Technology,Mid Tier
Shubham Chanderiya,Fitness,7.65,230300,1600.0,48200.0,0.68,Indore,Health and Fitness,Mid Tier
Sadhique Aboobacker,sadhique_aboobacker,7.71,230100,2200.0,5700.0,0.98,Kerala,Lifestyle and Fashion,Mid Tier
ALLENCareerInstitute,allen_career_institute,7.69,229500,2000.0,11700.0,0.88,India,Technology,Mid Tier
Mrinal Das Vengalat,mrinal_blog,8.49,229400,14400.0,66900.0,6.33,Kerala,Food and Drink,Mid Tier
Shivani-Image&Etiquette Coach,imagecoachshivani,7.64,228000,1400.0,5400.0,0.64,Mumbai,Education,Mid Tier
Yummy Tummy,yummytummyaarthi,6.3,227900,314.0,17000.0,0.14,Tamil Nadu,Food and Drink,Mid Tier
Sculpt Gym,yashmeenchauhan,7.73,227600,2500.0,16100.0,1.12,India,Health and Fitness,Mid Tier
Mommyshots,mommyshotsbyamrita,7.71,227000,2200.0,30500.0,0.99,Bengaluru,Lifestyle and Fashion,Mid Tier
Indiahikes,indiahikes,7.7,227000,2100.0,9700.0,0.94,Bengaluru,Travel,Mid Tier
Nabeel AFridi,iamnabeelafridi,8.61,226900,20400.0,30900.0,9.13,Warangal,Arts and Entertainment,Mid Tier
Home Chef,realhomechef,5.02,226100,84.0,2900.0,0.04,Assam,Food and Drink,Mid Tier
Subramani Badrinath,s_badrinath,8.41,226100,10600.0,33700.0,4.72,Chennai,Sports,Mid Tier
The Hosteller,thehosteller,7.52,225000,1000.0,6400.0,0.42,New Delhi,Travel,Mid Tier
Pizza Hut India,pizzahut_india,6.25,224700,283.0,11800.0,0.13,India,Food and Drink,Mid Tier
Hoga Toga,hoga_toga,7.61,224000,1100.0,16400.0,0.51,India,Technology,Mid Tier
Sushil Kumar,wrestlersushil,8.09,223700,6600.0,34800.0,2.96,New Delhi,Sports,Mid Tier
Anupriya,anupriyakapur,8.02,223100,5700.0,16100.0,2.61,Gurgaon,Health and Fitness,Mid Tier
Arun Sharma,thearunsharma,7.86,223000,3900.0,35800.0,1.77,New Delhi,Health and Fitness,Mid Tier
Sanskar TV,sanskartv,6.95,223000,592.0,1800.0,0.27,India,Others,Mid Tier
Amardeep Phogat (Official),amardeep_phogat,8.03,222900,5800.0,10400.0,2.64,Mumbai,Health and Fitness,Mid Tier
Masterchefmom,masterchefmom,7.63,222300,1300.0,14700.0,0.62,Gurgaon,Food and Drink,Mid Tier
Roshani Shah,roshagulla,8.14,220800,7000.0,51500.0,3.21,India,Photography,Mid Tier
Anita Chandhoke,anita_chandhoke,7.8,220400,3300.0,20800.0,1.52,Chennai,Family and Parenting,Mid Tier
Dineinkochi,dineinkochi,8.13,219400,7000.0,71600.0,3.2,Kochi,Food and Drink,Mid Tier
Delhitedude,delhitedude,7.92,218000,4600.0,11300.0,2.14,Delhi,Technology,Mid Tier
Lokesh Kumar,foodiedilse,6.94,217400,582.0,8800.0,0.27,Haryana,Food and Drink,Mid Tier
AYSHAFARHANA THARAMMAL,ayeshas_kitche_n,7.6,216700,1100.0,192100.0,0.5,Kerala,Food and Drink,Mid Tier
Shona Roy || Bangalore,thelaziebug,7.95,215800,4900.0,36900.0,2.31,Bengaluru,Lifestyle and Fashion,Mid Tier
SHAFFAFSP,shaffafsp,8.44,215400,11900.0,53300.0,5.59,Bengaluru,Lifestyle and Fashion,Mid Tier
Mona Roy,themagicalmona,8.02,215200,5700.0,34500.0,2.67,Bengaluru,Food and Drink,Mid Tier
Adv. Faiz Syed,advfaizsyed,7.69,213900,2100.0,10900.0,0.97,Aurangabad,Others,Mid Tier
Lekshmi Nair,lekshminair20,7.31,213500,774.0,25200.0,0.39,Kerala,Food and Drink,Mid Tier
Natasha Suri,natashasuri,7.63,213300,1300.0,5700.0,0.63,Mumbai,Business,Mid Tier
Yuvraj Thakur,yuv_thehuman,7.75,213100,2800.0,4100.0,1.3,Delhi,Arts and Entertainment,Mid Tier
Hyderabad.food.diaries,hyderabad.food.diaries,8.14,210300,7100.0,58200.0,3.41,Hyderabad,Food and Drink,Mid Tier
Mobigrapher,mobi_grapher_,7.62,208700,1200.0,31200.0,0.59,India,Photography,Mid Tier
Fabulous Mom Life,fabulousmomlife,7.93,208500,4700.0,91100.0,2.28,Nagpur,Lifestyle and Fashion,Mid Tier
MonkeyInc,monkey.inc,7.7,207800,2200.0,23500.0,1.07,Bengaluru,Travel,Mid Tier
Dilli Foodies,dillifoodies,6.07,207400,225.0,19500.0,0.11,New Delhi,Food and Drink,Mid Tier
Nishchay Jain????,meinbhiphotographer,7.65,207300,1600.0,4500.0,0.8,Mumbai,Photography,Mid Tier
WYO,wearyouropinion,4.56,207100,59.0,4400.0,0.03,Mumbai,Sports,Mid Tier
Food Of Mumbai�,foodofmumbai,2.0,206900,558.0,9500.0,0.28,Mumbai,Food and Drink,Mid Tier
Akshat Mathur,akshat_xesthetix,6.94,206700,584.0,4900.0,0.29,Jaipur,Health and Fitness,Mid Tier
TVS Apache RTR,tvsapacheseries,7.61,206500,1200.0,11600.0,0.59,India,Technology,Mid Tier
Elha Mae Nympha,elhamaenymphaofficial,8.47,206200,13600.0,29200.0,6.65,Akola,Food and Drink,Mid Tier
Isha Manju,isha_manju,7.87,205000,4100.0,61800.0,2.02,Jaipur,Family and Parenting,Mid Tier
Just Delhiing,justdelhiing,7.61,204500,1100.0,64000.0,0.57,Delhi,Food and Drink,Mid Tier
Matthew Hayden AM,haydos359,7.96,204400,5000.0,24200.0,2.48,Mumbai,Business,Mid Tier
Navya Ramesh,navyaramesh,7.66,203600,1600.0,7500.0,0.82,Bengaluru,Lifestyle and Fashion,Mid Tier
Aman Singhal,dilli_ke_pakwan,7.76,203100,2900.0,13800.0,1.43,New Delhi,Food and Drink,Mid Tier
????????,rj_vashishth,7.78,202800,3000.0,8400.0,1.51,India,Travel,Mid Tier
Jasmine M Moosa  ??????,jazminejaas4,8.37,202000,9500.0,209000.0,4.83,Kerala,Arts and Entertainment,Mid Tier
Gaadiwaadi.com�,gaadiwaadi,6.32,201300,322.0,4500.0,0.16,Gurgaon,Automotive,Mid Tier
Anita,anitapratapsingh,8.14,200900,7000.0,66700.0,3.57,Nagpur,Family and Parenting,Mid Tier
Saurabh Nirmal,thatdelhifoodie,6.58,200700,412.0,16900.0,0.21,New Delhi,Food and Drink,Mid Tier
IGeeksBlog.com ??,igeeksblog,7.66,200400,1700.0,5100.0,0.87,Ahmedabad,Technology,Mid Tier
Alisha Abdullah,alishaabdullah,7.63,199600,1300.0,5800.0,0.68,Chennai,Automotive,Mid Tier
Kinjal Bhanushali,kinjalshuklabhanushali,8.29,199300,8700.0,105300.0,4.4,Mumbai,Lifestyle and Fashion,Mid Tier
Fly-Wheel,hanmust,7.86,199200,3900.0,7600.0,1.99,Kozhikode,Automotive,Mid Tier
Jaseem NK,jaseem.nk,5.21,195700,93.0,6700.0,0.05,Thrissur,Photography,Mid Tier
Pooja Jaggi,hardcorefoodie5,7.67,195400,1800.0,24200.0,0.93,New Delhi,Food and Drink,Mid Tier
Sagar Mogha,officialsagarmogha,7.73,194300,2400.0,23600.0,1.3,Delhi,Health and Fitness,Mid Tier
Gurpreet Singh,gkgurpreet,8.16,193800,7400.0,8100.0,3.81,Punjab,Sports,Mid Tier
Arr�,arreindia,6.31,193400,316.0,464.0,0.16,India,Technology,Mid Tier
Chef Kelvin Cheung,chefkelvincheung,6.46,193400,335.0,15000.0,0.19,Mumbai,Food and Drink,Mid Tier
Richa (myfoodstory),my_foodstory,7.6,193100,1000.0,20000.0,0.53,Bengaluru,Food and Drink,Mid Tier
Tamil Tech,tamiltechofficial,7.74,191800,2600.0,18500.0,1.35,India,Technology,Mid Tier
Karthik Srinivasan,karthiksrinivasan007,6.82,191600,511.0,3700.0,0.27,India,Arts and Entertainment,Mid Tier
Techbar,shokeensanchit,8.41,191300,10900.0,22000.0,5.71,India,Technology,Mid Tier
Priyanshu Kumar,therawtextures,7.83,191100,3700.0,17900.0,1.92,Delhi,Food and Drink,Mid Tier
Navaneeth Unnikrishnan,navaneeth_unnikrishnan,8.47,191000,13400.0,18100.0,7.09,India,Arts and Entertainment,Mid Tier
Ankit Sharma,man_made_machines,8.42,189800,11200.0,50900.0,5.96,Bengaluru,Travel,Mid Tier
GAUTAM | INFLUENCER,igautam_gupta,2.0,189000,5200.0,75300.0,2.87,Delhi,Lifestyle and Fashion,Mid Tier
Chef Chinu,chefchinuvaze,7.75,188700,2700.0,26400.0,1.46,Mumbai,Food and Drink,Mid Tier
India Clicks,india.clicks,6.3,188400,311.0,1400.0,0.17,Mumbai,Travel,Mid Tier
Sneha Singhi,snehasinghi1,7.77,186600,3000.0,10400.0,1.62,India,Food and Drink,Mid Tier
Puneri Paltan,puneripaltanofficial,8.21,186200,7900.0,17800.0,4.25,Pune,Sports,Mid Tier
MadlyYummy,madly_yummy,8.29,186200,8800.0,69200.0,4.72,Kerala,Food and Drink,Mid Tier
UpGrad,upgrad_edu,6.92,186200,569.0,30200.0,0.31,Mumbai,Business,Mid Tier
The Local Train,thelocaltrain,8.45,186200,12800.0,28600.0,6.9,New Delhi,Technology,Mid Tier
Momspresso,momspresso,5.48,186000,132.0,17600.0,0.07,Gurgaon,Family and Parenting,Mid Tier
Hey Delhi,hey.delhi,7.67,185100,1900.0,18800.0,1.02,New Delhi,Food and Drink,Mid Tier
Karishma Yadav,pinktrunkk,7.76,184800,2900.0,7900.0,1.55,Delhi,Lifestyle and Fashion,Mid Tier
Karan Singhal,thefoodattacker,7.63,184100,1300.0,27000.0,0.75,New Delhi,Food and Drink,Mid Tier
Pratik Talreja,sadak_chap,7.77,183900,2900.0,5300.0,1.62,Mumbai,Photography,Mid Tier
Pastels And Pop,pastelsandpop,6.22,183000,269.0,6100.0,0.16,Bengaluru,Technology,Mid Tier
Murthuja,telugutechworld,6.01,182800,205.0,1200.0,0.11,India,Technology,Mid Tier
Smartprix.com,smartprix,7.62,182800,1200.0,2900.0,0.68,Noida,Technology,Mid Tier
Satya Saggar,satyasaggar,8.4,181300,10200.0,27900.0,5.65,Mumbai,Lifestyle and Fashion,Mid Tier
Infinix India,infinixindia,6.51,180600,383.0,14300.0,0.22,India,Technology,Mid Tier
Subham Ghosh,thefoodie_explorer,7.69,179800,2100.0,35000.0,1.16,Kolkata,Food and Drink,Mid Tier
Sixpackabsindia.com,sixpackabsindia,6.13,179400,233.0,804.0,0.14,Mumbai,Health and Fitness,Mid Tier
The Indian Food Blogger,theindianfoodblogger,7.65,179000,1700.0,26000.0,0.93,Bengaluru,Food and Drink,Mid Tier
Tech Satire,techsatire,7.9,178100,4400.0,18300.0,2.52,India,Technology,Mid Tier
Travel,Travel,7.6,177400,1100.0,27100.0,0.6,Kerala,Food and Drink,Mid Tier
Hazzel Choudhry,hazzelchoudhry,7.62,177300,1300.0,29800.0,0.74,India,Health and Fitness,Mid Tier
Soumeshpandey,camerawalebhaiya,8.55,177300,17600.0,29600.0,10.07,Delhi,Arts and Entertainment,Mid Tier
ISHIKA?? || NISHIKA??,life_of_a_foodholic,7.47,177200,898.0,20000.0,0.52,Bengaluru,Food and Drink,Mid Tier
Hanshul Anand,bhukkad_dilli_ke,7.62,176500,1200.0,46700.0,0.72,New Delhi,Food and Drink,Mid Tier
DedyDuit,dedyduit,6.07,175800,203.0,1500.0,0.13,Rajasthan,Lifestyle and Fashion,Mid Tier
Kerala Food Diaries,kerala.food.diaries,7.81,175600,3400.0,64400.0,1.95,Kochi,Food and Drink,Mid Tier
Piyush And Yamini,piyushyaminiofficial,7.95,175600,5000.0,453200.0,2.84,Delhi,Arts and Entertainment,Mid Tier
Cooktube,cooktubeindia,6.12,175500,246.0,3200.0,0.14,New Delhi,Food and Drink,Mid Tier
Prasad Techin,prasadyoutuber,8.81,175500,30800.0,79500.0,17.63,India,Technology,Mid Tier
Chef Guntas,chefguntas,7.64,174900,1500.0,4500.0,0.87,India,Food and Drink,Mid Tier
Photography,supreet_sahoo_,7.67,174500,1800.0,15500.0,1.03,India,Photography,Mid Tier
Mittapalli Gopijithendra,jithendrajithu01,6.81,174000,507.0,20200.0,0.29,Hyderabad,Technology,Mid Tier
Nabeel Nawab Tech,nawabnabeel,8.15,173800,7200.0,32900.0,4.18,Mumbai,Technology,Mid Tier
Zaid Khan,Fitness,7.6,173800,1100.0,6900.0,0.61,Mumbai,Health and Fitness,Mid Tier
Education,Education,7.72,173700,2300.0,4300.0,1.36,New Delhi,Education,Mid Tier
Mayank Markande,mayank.0011,8.69,173600,24700.0,40800.0,14.31,India,Sports,Mid Tier
Peter England,peterengland,6.18,172800,268.0,3100.0,0.16,India,Travel,Mid Tier
Rahul Agrawal,alcohowl,7.66,172800,1700.0,6300.0,1.0,Mumbai,Food and Drink,Mid Tier
Kanak's Kitchen,kanakskitchen,7.08,172300,657.0,4000.0,0.39,India,Food and Drink,Mid Tier
Delhi Food Walks,delhifoodwalks,6.47,172200,372.0,4100.0,0.22,India,Food and Drink,Mid Tier
Yourstory,yourstory_com,5.28,171300,109.0,704.0,0.06,India,Business,Mid Tier
Gagan Choudhary,ganikgagan,8.22,170300,8000.0,18500.0,4.74,Delhi,Automotive,Mid Tier
Ritesh Agarwal,riteshagar,8.16,170200,7300.0,40200.0,4.32,New Delhi,Business,Mid Tier
Tamil Thalaivas,tamilthalaivas,8.04,169900,6000.0,20600.0,3.53,Chennai,Sports,Mid Tier
Balram Menon,balme24,7.81,169100,3300.0,75600.0,2.02,Kochi,Food and Drink,Mid Tier
Anchit Jain,Travel,7.65,168800,1500.0,13300.0,0.93,New Delhi,Food and Drink,Mid Tier
Feminism In India,feminisminindia,7.2,168700,748.0,2000.0,0.45,India,Technology,Mid Tier
Conveyofficial,conveyofficial,2.0,168000,1200.0,13700.0,0.73,Mumbai,Investment and Finance,Mid Tier
Reetika Anand!!,tempting_tales,6.66,167800,425.0,15400.0,0.27,India,Food and Drink,Mid Tier
Ridhima Bhasin,ridhimabhasinofficial,4.34,167700,48.0,644.0,0.03,India,Technology,Mid Tier
Hero I-League,ileagueofficial,6.85,167200,534.0,2700.0,0.32,New Delhi,Sports,Mid Tier
Sruthi Ravi Rio,sruthi.rav,8.91,166400,35800.0,94000.0,21.55,Chennai,Arts and Entertainment,Mid Tier
P-Indicator For Punekar,puneriguide,7.81,166200,3500.0,7800.0,2.08,Pune,Technology,Mid Tier
Shramona Poddar,mishti.and.meat,7.9,165800,4300.0,8900.0,2.65,Kolkata,Travel,Mid Tier
Kidambi Srikanth,srikanth_kidambi,8.18,165300,7600.0,5300.0,4.61,India,Sports,Mid Tier
We Two & What We Do,odysseyoftwo,8.49,164800,14700.0,28800.0,8.96,Chennai,Travel,Mid Tier
