Name_of_Influencer,Insta_Handle,Q_Score,Followers,Avg_Likes,Avg_Views,Engagement_Ratio,Location,Categories
Esha Shroff Shah | Foodholic™,foodholic.mumbai,5.62,104.4k,146,1.9k,0.15%,Mumbai,Food & Drink
Suprava,pinkeypreet,7.89,104.2k,4k,62.4k,4.14%,Bengaluru,Family & ParentingLifestyle
Gurkeerat Mann,gurkeeratmann,7.68,104.1k,2k,21.8k,1.89%,Mohali,SportsFootball
Shrima Rai,shrimarai,7.16,104.1k,611,6.9k,0.70%,Mangalore,Family & Parenting
???? G????????????,rocking_vedaant,7.76,103.9k,2.7k,35.5k,2.73%,Karnal,Family & Parenting
Aishwarya Sharma,sassyaish,7.6,103.8k,1k,8.6k,0.99%,Mumbai,LifestyleTravel
?hê ?ù?-?ù? Mã? ??,thekurkurman,7.71,103.8k,2.3k,29.6k,2.23%,Bengaluru,Travel
Raj,lucky_amourer,8.51,103.7k,15.8k,0,15.28%,Delhi,Travel
Pujneet,bhookasaand,7.6,103.6k,1k,10.5k,1.06%,New Delhi,Food & Drink
Sammrat Chaudhary,sammrat_choudhary,6.31,103.6k,310,3.8k,0.31%,India,FitnessHealth & Wellness
Niharika Vashisht,niharika.vashisht,7.97,103.6k,5.1k,568k,5.02%,India,FitnessLifestyle
Uttar Pradesh Tourism,uttarpradeshtourism,6.88,103.4k,549,3.1k,0.53%,India,Travel
Manali Tiwari,mommywood_india,6.22,103.3k,232,3.5k,0.28%,Cuttack,Family & Parenting
Sandhya,pinkpebble,4.16,103.2k,0,5.1k,0.04%,Bengaluru,Home DecorTravel
Ishika N Garima,mommylilworld,7.76,103k,2.8k,33.9k,2.82%,Bengaluru,Family & Parenting
Foodhall,foodhallindia,5.16,103k,97,1.6k,0.10%,India,Food & Drink
ASICS India,asicsindia,7.63,102.8k,1.4k,8.9k,1.38%,India,SportsCricket
Mitali Jakatdar,supermom_mitali,7.62,102.7k,1.2k,16.4k,1.26%,Mumbai,Family & Parenting
Shona & Pradeep,sonpapdi_official,7.62,102.7k,1.2k,8.5k,1.22%,Delhi,Travel
MaulanaWahidudinKhan,maulanawahiduddinkhan,7.31,102.7k,818,2.6k,0.80%,New Delhi,Religion & Spirituality
Aagam Shah,trendinginahmedabad,6.88,102.6k,552,6.1k,0.54%,Ahmedabad,Food & Drink
Rakesh Kiran Pulapa,rakesh.pulapa,7.82,102.6k,3.5k,8.2k,3.45%,Andhra Pradesh,Photography
Surbhi Dhall | Indian Mom,surbhi.dhall,7.61,102.6k,1.1k,23.7k,1.11%,Bengaluru,Family & Parenting
Rakhee Vaswani,rakheevaswani,5.52,102.5k,123,2.9k,0.14%,Mumbai,Food & Drink
Ganesh Bagal,ganesh__bagal,7.94,102.5k,4.9k,9.1k,4.79%,Pune,Arts & EntertainmentPhotography
Anirudh Thapa,thapa.42,8.46,102.3k,13k,15.7k,12.73%,Dehradun,SportsFootball
CalicutFoodmaniac,calicut_foodmaniac,7.63,102.3k,1.4k,44.4k,1.39%,Kerala,Food & Drink
Inkhel.com,inkhel,7.78,102k,3k,19.6k,2.99%,Aizawl,SportsFootball
BIG BOY TOYZ,jatinahuja_official,7.76,101.8k,2.8k,41.4k,2.80%,Gurgaon,Automotive
Surbhi Chanana,love_urbanutopia,4.62,101.7k,25,25.7k,0.06%,Delhi,Travel
Smrutisree Singh,smrutisreee,7.62,101.5k,1.2k,14.7k,1.24%,Angul,Food & Drink
AZAM IBRAHEEM ?,imazam_,3.84,101.4k,0,15.3k,0.03%,Lucknow,Fitness
Digvijay Singh | Health Coach,digvijaylifestyle,7.6,101.4k,1k,2.4k,1.00%,Mumbai,FitnessHealth & Wellness
Vibsera : Vibhuti & Shivam,vibsera,5.34,101.1k,107,3.5k,0.12%,Delhi,Travel
Ankita Chandel | TCK |,theclichekitchen,6.25,101.1k,287,10.1k,0.29%,Delhi,Food & Drink
Hitesh Tekwani,hitesh__tekwani_,7.89,101.1k,4.2k,22.2k,4.26%,Ajmer,FitnessLifestyle
Satyajit Ghosh,isatyajitghosh,7.89,101k,4.3k,42.5k,4.31%,Kolkata,SportsCricket
Vanitha VR,vanithavr,7.7,100.8k,2.2k,4.2k,2.21%,India,SportsCricket
ChandigarhUniversity,chandigarhuniversity,7.62,100.8k,1.3k,4.3k,1.26%,Mohali,TechnologyGadgets
Appetizing_you By Saumya Arora,appetizing_you,8.7,100.7k,25.1k,31.2k,25.00%,Delhi,Food & Drink
Foodaholic,lifeunwind,7.65,100.5k,1.6k,578,1.63%,India,Food & Drink
Vishakha J Singh,vishakhasingh555,7.61,100.5k,1.1k,1.8k,1.13%,Mumbai,Businessstartup
India Food Network,indiafoodnetwork,4.48,100.4k,52,2.5k,0.05%,India,Food & Drink
Anish Kapur,delhidelites,6.17,100.4k,254,4.3k,0.26%,Delhi,Food & Drink
Aamir Dalvi,aamirdalvi,7.95,100.3k,4.8k,47.1k,4.96%,Mumbai,Arts & EntertainmentPhotography
Ebadu Rahman,ebadurahmantech,6.58,100.3k,415,50.4k,0.42%,India,TechnologyGadgets
The Hungry Mumbaikar,thehungrymumbaikar,7.63,100.2k,1.4k,8.4k,1.40%,Mumbai,Food & Drink
Sheena Roy,sheenafit,7.68,100.1k,1.9k,39.4k,1.98%,Goa,FitnessLifestyle
Vinod Channa,thevinodchanna,5.72,100k,164,4.7k,0.17%,Mumbai,Arts & EntertainmentMovies
Iqbal Abdullah,iqqiabdullah,6.99,100k,612,2.7k,0.62%,Mumbai,SportsCricket
Dr. Dimple,dimplethefoodblogger,7.13,99.9k,700,153.7k,0.71%,Delhi,Food & Drink
Jaffy Garg,cosmolifestyler,4.57,99.7k,0,7.3k,0.06%,Panchkula,LifestyleTravel
American Tourister India,amtouristerin,7.4,99.7k,878,16.7k,0.88%,India,Travel
Shaheen Ali,spoonforkandfood,6.13,99.6k,235,2.2k,0.25%,India,Food & Drink
Deena Pinto,skinnygirldiariez,7.66,99.6k,1.7k,20.1k,1.71%,Bengaluru,LifestyleFitness
Nupur Singh,thelazyinsomniac,7.92,99.5k,4.6k,0,4.72%,Mumbai,LifestylePhotography
Manmeet Kaur,beautifulfoodie,7.66,99.4k,1.7k,20.3k,1.76%,Delhi,Food & Drink
Nisa Homey,nisahomey,7.48,99.2k,0.9k,39.7k,0.94%,Kerala,Food & Drink
Mitushi Ajmera,mitushi_ajmera,7.6,99.1k,842,3.2k,1.01%,Haryana,Fitness
Mansi Rajani,mansirajani85,8.33,99.1k,9.2k,103.2k,9.35%,Noida,Family & ParentingBeauty
Delhifoodguide,delhifoodguide,6.91,99k,567,0,0.58%,New Delhi,Food & Drink
Jagdish Chaturvedi,drjagdishchatur,7.67,98.9k,1.8k,8.9k,1.90%,Bengaluru,Humor / ComedyHealthcare
Chan Chandani Raat Mehrma ™?,chan_chandani_raat_mehrma,2,98.5k,0,0,0.00%,India,TechnologyGadgets
Yashas Narayan,yashasnarayan,7.79,98.4k,3.1k,10k,3.20%,Mysore,Photography
Ishna Batra,mammaslifestyle,6.81,98.2k,421,1.7k,0.52%,Mumbai,Family & Parenting
LeeMinHoLoversIndia,leeminho_lovers_india,7.01,97.9k,628,2.1k,0.65%,India,SportsFootball
Yash Sharma Fitness,alphayash,8.4,97.8k,10.3k,50.5k,10.66%,India,Health & WellnessFitness
Alesia Raut,allylovesgym,6.1,97.8k,233,1.2k,0.25%,Mumbai,Health & WellnessFitness
Roaleey Ryan,roaleeyryan,7.58,97.7k,1k,16.5k,1.01%,Mumbai,LifestyleTravel
Photographers Of India,budding_photographers_of_india,6.47,97.5k,373,5.2k,0.39%,India,Arts & EntertainmentPhotography
Ankita Jaiswal,soulfulsafarnama,6.85,97.3k,527,7.8k,0.55%,New Delhi,Travel
Harsh Baldev & Mihir Jariwala,feedmehyderabad,2,97.2k,0,0,0.00%,Hyderabad,LifestyleFood & Drink
Priyanka Tiwari,priyankaatiwari,7.72,97.1k,2.3k,24.5k,2.46%,India,Food & DrinkTravel
Nishant Tomar,stylebyniks,7.82,97.1k,3.5k,14.4k,3.64%,Faridabad,Style & FashionTechnology
Gupshup,aditishukla93,7.65,97.1k,1.6k,41.6k,1.72%,Sikar,Food & Drink
Hari Menon,harimenon4u,7.62,97k,1.2k,5k,1.30%,Kochi,TravelPhotography
Mumbai Nightlife,mumbai.nightlife,6.39,96.9k,346,13.8k,0.36%,Mumbai,Food & Drink
Nimarta Bindra,the_momster,7.65,96.7k,1.4k,51.2k,1.62%,Mumbai,Family & ParentingLifestyle
Shilpa Kamdar,momandtoddlers,7.63,96.5k,1.4k,21.8k,1.46%,Mumbai,Family & Parenting
Travel Militia,travelmilitiaofficial,6.29,96.5k,308,3.8k,0.32%,New Delhi,Travel
Praval Sharma,sharmajitechnical,5.56,96.5k,142,3.2k,0.15%,India,TechnologyApps & Software
Pakchikpak Raja Babu,haramiparindey,8.02,96.4k,5.7k,58k,5.96%,Pune,TechnologyHumor / Comedy
Akshat Shrivastava,akshat.world,7.78,96.4k,3.1k,7.3k,3.25%,India,Investment & FinancePersonal Finance
Navin Kr. Vatsa,navinvatsa,7.93,96.3k,4.6k,2.1k,4.90%,India,Arts & EntertainmentPhotography
BetterButter,_betterbutter_,5.51,96.3k,133,2.5k,0.14%,New Delhi,Food & Drink
PeppyTravelGirl,peppytravelgirl,4.4,96k,0,8.8k,0.05%,Mumbai,Travel
Dil Se Bhukkad,dilsebhukkad,2.8,95.5k,0,0,0.01%,Delhi,Food & Drink
Bhawna Pathak,bigtimefoodie,4.75,95.5k,66,565,0.08%,Delhi,Food & Drink
Manali Jain,manali_jain,3.44,95.4k,0,21.9k,0.02%,Mumbai,LifestyleStyle & Fashion
Lucky Lady,luckyladyblossom,6.94,95.3k,521,16.4k,0.62%,Mumbai,Family & Parenting
BeingMomtastic | Afsha,beingmomtastic,7.24,95.3k,658,30.4k,0.82%,Bengaluru,Family & ParentingStyle & Fashion
Bhaichung Bhutia,bhaichung15,7.84,95.2k,3.7k,11k,3.94%,Sikkim,SportsFootball
Kabyashree Deka,foodieforeverandever23,7.69,95.2k,2.1k,13.1k,2.23%,Guwahati,Food & Drink
Foodies Of Bhubaneswar,foodies_of_bhubaneswar,7.67,95.1k,1.8k,14.7k,1.93%,Bhubaneswar,Food & Drink
ATUL PATIDAR,imatulpatidar,2,95.1k,0,465,0.00%,Indore,FitnessStyle & Fashion
TechRadar,techradar,4.76,95.1k,72,1.5k,0.08%,India,TechnologyGadgets
Workingmom|Travel Enthusiast??,mommytravelstories,7.01,95k,565,4.3k,0.67%,Haryana,TravelFamily & Parenting
Nidhi Chopra,innocent_hiccups,7.72,94.8k,2.4k,25.6k,2.58%,Ludhiana,Family & Parenting
Sugandh,theurbanfight,8.12,94.2k,6.9k,18.4k,7.33%,India,Arts & EntertainmentMovies
Sameer Bawa,spiceitupwithsam,2.4,93.9k,0,8.2k,0.01%,Delhi,Food & Drink
Marathi Sanmaan,marathisanmaan,5.26,93.7k,107,7.9k,0.12%,India,Sports
??The??travel??goal??,the_travel_goal,6.32,93.5k,321,9.4k,0.34%,Dehradun,Travel
Shubhangi Jain | Mom Blogger |,diaper_and_mommy,7.6,92.8k,1k,13.5k,1.09%,Mumbai,Family & Parenting
Mad Over Food | Bangalore,mad.over.f00d,6.57,92.7k,400,23.2k,0.45%,Bengaluru,Food & Drink
SHAILESHJAIPUR,nonvegfoodie,7.65,92.6k,1.6k,15.3k,1.76%,Rajasthan,Food & Drink
Shreya,shiri.meaw,7.75,92.4k,2.7k,5.4k,2.92%,New Delhi,Food & Drink
The Culture Gully,theculturegully,7.12,92.4k,696,17.4k,0.76%,New Delhi,Religion & Spirituality
ITC Hotels Cares,itchotels,7.01,92.3k,635,3.7k,0.69%,Gurgaon,Business
Maharashtra Travel,maharashtratravel,5.82,92.1k,177,7.3k,0.19%,India,Travel
Chitwan Garg,chitwangarg,7.69,92k,2k,18.1k,2.19%,Delhi,Fitness
Hippie In Heels,hippieinheelsblog,2,92k,2k,0,2.28%,Goa,Travel
Jannat Of Himachal ?,jannatofhimachal,2,91.9k,0,4.8k,1.29%,Himachal Pradesh,Travel
Snehalata Jain,sneha_261013,7.4,91.9k,755,26.3k,0.96%,Mumbai,Family & Parenting
Îles De Guadeloupe,ilesguadeloupe,7.66,91.9k,1.7k,9.7k,1.89%,Surat,Travel
Nearbuy,nearbuy,4.32,91.9k,46,739,0.05%,India,Health & WellnessFitness
Simran,ladywhoeats,7.61,91.9k,1.1k,6.3k,1.28%,Delhi,Food & Drink
Punjabi Christians,punjabi_quote,4.32,91.8k,47,0,0.05%,Jalandhar,Religion & Spirituality
Navankur,navankurchaudhary,8.33,91.8k,9.2k,0,10.10%,Haryana,Travel
G.venket Ram,venketramg,7.61,91.7k,1.1k,13.5k,1.23%,Chennai,Arts & EntertainmentMovies
Wedding Twinkles,weddingtwinkles,5.36,91.7k,118,1.1k,0.13%,New Delhi,Arts & EntertainmentMovies
Delhi Airport,delhiairport,5.38,91.7k,121,1.1k,0.13%,New Delhi,Travel
Sagar Sheldekar,sagarsheldekar,7.66,91.5k,1.7k,6.7k,1.83%,Pune,Automotive
Through My Pink Window,throughmypinkwindow,7.66,91.4k,1.6k,22.8k,1.89%,Kolkata,Style & FashionFamily & Parenting
??KolhapurSurvey™??,kolhapur_survey,7.9,91.3k,4.4k,42.9k,4.85%,Kolhapur,Food & Drink
Komal Jha,icondigitalart,4.37,91.3k,47,877,0.05%,Mumbai,Arts & EntertainmentPhotography
Preeti.Kashyap #momblogger,preeti.kashyap_official,7.6,91.1k,1.1k,20.5k,1.19%,Delhi,Family & Parenting
Yoga With Khushi,stardivakhushi,6.32,91k,285,0,0.35%,Ahmedabad,Health & WellnessYoga
MumbaiFoodicious,mumbaifoodicious,4.86,90.8k,78,4.2k,0.09%,Mumbai,Food & Drink
Sukhmani Sakhi,sukhmanisakhi,7.29,90.8k,789,7.9k,0.89%,India,Food & Drink
Neeraj Joshi,neerajjoshi5014,8.38,90.4k,9.4k,0,10.91%,Dehradun,Investment & Finance
??????????_????,that_voguewanderlust,2.88,90.4k,0,8.1k,0.01%,Bengaluru,Style & FashionLifestyle
Ritul Ahmed,iamritul,3.92,90.4k,30,244,0.04%,Guwahati,Travel
Weddings&KidsPhotography,arif_photography_,7.94,90.3k,4.9k,16.9k,5.46%,Kerala,Photography
The Kolkata Foodie,thekolkatafoodie,7.61,90.2k,1.1k,3.4k,1.26%,Kolkata,Food & Drink
AKHILA UNNITHAN,akhila29,7.48,90.1k,0.9k,8.9k,1.03%,Bengaluru,Family & ParentingDance
Prerna Sinha,maaofallblogs,5.16,90k,0,8.5k,0.11%,Mumbai,Family & ParentingLifestyle
Sudhakaran S,iamssudhakaran,5.05,90k,85,749,0.10%,Coimbatore,EducationPersonal Finance
Leander Paes,leanderpaes,7.43,89.9k,887,7k,1.00%,India,SportsAthlete
Simran Singh,india.travel.in,6.14,89.8k,253,9.6k,0.28%,New Delhi,Technology
Benjo,bennjordann,7.74,89.7k,2.6k,7.9k,2.93%,Akurdi,Business
Vandana,theglowingedge,7.42,89.7k,851,3.9k,0.99%,India,Travel
Prerna ??,prernapandaofficial,5.15,89.6k,0,10.5k,0.11%,Mumbai,TravelLifestyle
P.N.Gadgil Jewellers,pngjewellers,5.35,89.5k,117,3.5k,0.13%,Pune,Business
NimsStyleFile,nimsstylefile,3.28,89.5k,0,10.8k,0.02%,Ghaziabad,LifestyleStyle & Fashion
Siddhant Rai Sikand | ??YouTube,siddhantraisikand,8.51,89.4k,15.6k,92.1k,17.59%,Mumbai,FitnessAthlete
Karthik Gandhi,gastrohogger,7.53,89.3k,0.9k,3.7k,1.07%,Hyderabad,LifestyleFood & Drink
HUSTLER RJ,hustler_rj,2,89.3k,0,0,0.00%,India,TechnologyProgramming
AndroKing,imbattleking,7.6,89.3k,1k,4.2k,1.19%,New Delhi,GamingTechnology
Learn Fine Art,fineartsguruji,6.91,89.3k,545,1.2k,0.64%,Dhanbad,Technology
BabyChakra,mybabychakra,3.84,89.2k,27,2.3k,0.03%,Mumbai,Family & Parenting
Idukki Stories,idukki_stories,7.62,89.1k,1.3k,6.9k,1.48%,India,Travel
Nishant Patel,indieopus,2.24,88.8k,0,780,0.00%,Mumbai,Food & Drink
Mohammed Aneez,aneezv,7.69,88.8k,2k,2.1k,2.33%,Kerala,PhotographyTravel
Oindrila Bala,oindrilabala,7.6,88.6k,1k,9.2k,1.25%,Kolkata,Food & Drink
Shubham ??,shubham_chauhan19,7.96,88.3k,5.1k,54.6k,5.81%,Delhi,Health & WellnessFitness
Veg Recipes Of India,dassanasvegrecipes,5.08,87.9k,92,1.9k,0.11%,India,Food & Drink
Thrissur Stories,thrissur_stories,7.69,87.7k,2.1k,13.6k,2.37%,Kerala,Food & DrinkTravel
Amrinder Singh,amrinder_01,7.86,87.7k,3.9k,13.4k,4.51%,Mumbai,SportsFootball
Arpit Garg,alwaysbhukaa,3.44,87.7k,0,3.5k,0.02%,Delhi,Food & Drink
Yogita Aggarwal,yogita790,7.63,87.7k,1.4k,16.6k,1.58%,Bengaluru,LifestyleStyle & Fashion
Free Kick,goalkick_official,7.72,87.6k,2.5k,10.6k,2.81%,Kerala,SportsFootball
RUTUJA  RATHOD,rutuja_in_perpetuum,6.92,87.1k,558,2k,0.67%,Akola,Style & FashionFitness
Aftab Shaikh,aftabshaikh85,2.64,87k,0,8.3k,0.01%,India,Fitness
"Mom & Cherry- Blogger,youtuber",priyanka_choudhary_2,7.62,87k,1.2k,18.2k,1.51%,Bengaluru,Family & Parenting
Amrita Kaur,amritaoflife,2.8,87k,0,14.1k,0.01%,Mumbai,Food & Drink
Fundamental Analysis,myfundamental_stock_market,6.31,87k,312,3.9k,0.37%,India,Investment & FinanceStock Market
Noidagram,noidagram,7.65,87k,1.6k,12.2k,1.91%,Noida,Food & Drink
Bong Eats,bongeats,7.65,87k,1.6k,33.8k,1.84%,India,LifestyleFood & Drink
Technical Dost,technicaldostofficial,7.31,87k,807,4.6k,0.94%,India,TechnologyGaming
Prashant Sawant,prashantsixpack,5.72,86.9k,159,2.5k,0.19%,Mumbai,Arts & EntertainmentMovies
Nandita Iyer,saffrontrail,6.64,86.8k,423,4.1k,0.51%,Bengaluru,LifestyleFood & Drink
Dentist_story,dentist_story,7.6,86.7k,0.9k,26.7k,1.16%,Kolkata,LifestyleFamily & Parenting
Amrita Prakash,amoopointofview,7.87,86.6k,3.9k,27.8k,4.74%,India,LifestyleTravel
V3queen,thev3queen,7.96,86.4k,5k,29.7k,5.87%,Kerala,Automotive
Ather Energy,atherenergy,7.7,86.4k,2.1k,80.9k,2.50%,Bengaluru,Automotive
Tinystep,gotinystep,7.13,86.3k,706,2.1k,0.82%,Bengaluru,Family & Parenting
SuperSuper,supersuperofficial,2,86.2k,8.5k,11.9k,9.88%,Delhi,MoviesArts & Entertainment
InstaGram MAHARASHTRA™ © IGM,insta_maharashtra,7.67,86.2k,1.8k,4.4k,2.09%,Mumbai,Travel
Khushii_Vihanya,mummaslilangel,7.68,86.1k,1.9k,21.8k,2.30%,Faridabad,Family & Parenting
Ayushi,the_foodiediaries,5.77,86.1k,159,6.1k,0.20%,Mumbai,Food & Drink
Manjusha Pandey,mommys.dayout,7.15,85.9k,656,27.7k,0.84%,Delhi,Family & ParentingLifestyle
Nikita Aggarwal,agirlwithfork,6.04,85.5k,215,3.6k,0.25%,New Delhi,TravelFood & Drink
Ishita Dharnidharka,dharnidh,8.02,85.5k,5.7k,5.4k,6.78%,Mumbai,Arts & EntertainmentPhotography
Raising Karma,raisingkarma,7.62,85.2k,1.3k,7.1k,1.51%,Mumbai,Family & Parenting
Siddharth Kerkar,siddharthkerkar,7.86,84.8k,4k,42.9k,4.74%,Goa,TravelFitness
Barely Opinionated,barelyopinionated,7.68,84.7k,2k,0,2.36%,Mumbai,Investment & FinanceEducation
NAVREET JOSAN,lilrocket,4.34,84.7k,0,4.5k,0.06%,India,LifestyleStyle & Fashion
Directing My Dreams,yogitaamitjoshi8,7.75,84.6k,2.4k,41.9k,3.22%,India,Family & ParentingStyle & Fashion
Munna Singh,munnasphotography,6.97,84.5k,599,7.9k,0.72%,Mumbai,Arts & EntertainmentPhotography
Sahil,headbangerskitchen,6.37,84.5k,332,8.1k,0.40%,Mumbai,Food & Drink
Mumbai Food Crush,mumbaifoodcrush,7.64,84.3k,1.5k,28.1k,1.76%,Mumbai,Food & Drink
Jayaraj G Nath,jayarajgnath,6.91,84.2k,572,10.6k,0.68%,India,Technology
Patna,patnabeats,6.38,84.2k,343,10.3k,0.41%,Bihar,LifestyleFood & Drink
Trader Abhishek Kar,abhishekkarofficial,7.74,84.1k,2.6k,11.3k,3.11%,Mumbai,Technology
Delhi | Old Delhi,puranidilliwaley,7.67,83.8k,1.9k,25.8k,2.23%,Delhi,Food & Drink
Surat Foodie (iamsuratcity),surat_foodie,7.17,83.6k,731,5.6k,0.88%,Surat,Food & Drink
? Ammy ?,ammy_armour,6.36,83.4k,337,86,0.40%,India,Travel
Rachana Thakar,racdevradar,7.76,83.4k,2.8k,8k,3.38%,Mumbai,Family & Parenting
Raj Mohan?,rajography,7.82,83.3k,3.5k,14.6k,4.26%,India,Arts & EntertainmentPhotography
Outlook Magazine,outlookindia,3.04,83.3k,13,103,0.02%,New Delhi,SportsCricket
Ely Seah,elyseahh,2.32,83.3k,0,1.1k,0.00%,Mumbai,Style & FashionTravel
AutoPortal India,autoportal_india,2,83.1k,0,662,0.00%,Gurgaon,Automotive
Aashi | Digital Marketing,marketrypro,5.48,82.8k,107,14.1k,0.16%,India,EducationDigital Marketing
Honey Prisha Lalwani,mummasauruss,7.6,82.7k,1k,19.8k,1.26%,Noida,LifestyleFood & Drink
Preety Tiwari,tiwaripreety,7.54,82.7k,876,23.1k,1.16%,Delhi,Food & DrinkFamily & Parenting
Shutterbugs Images,shutterbugsimages,6.12,82.4k,238,2.5k,0.30%,Mumbai,Arts & EntertainmentMovies
Simran Khosla #blap,buttlikeanapricot,6.42,82.1k,357,15.3k,0.44%,India,Food & Drink
Namrata Sadhvani,namratabs,4.1,81.9k,0,15.5k,0.05%,Hyderabad,Family & ParentingLifestyle
The Eager Traveler,eagertravele,7.6,81.9k,845,4.3k,1.24%,Chennai,Travel
"Chew, Sip, Repeat ??????????????????",foodyatra,7.66,81.8k,1.7k,0,2.13%,India,Food & Drink
GodrejNaturesBasket,naturesbasket,4.52,81.7k,57,819,0.07%,Mumbai,Food & Drink
Robin Saini,robinsainiphotography,4.1,81.6k,39,2.1k,0.05%,Mumbai,Arts & EntertainmentPhotography
Safarnama • Rahul + Apurva,itsafarnama,2,81.4k,0,23.3k,0.00%,New Delhi,Travel
Bangalorefoodbomb,bangalorefoodbomb,7.39,81.3k,864,14.9k,1.07%,Bengaluru,Food & Drink
Manforce Condoms,manforceindia,7.67,81.2k,1.8k,14.5k,2.27%,India,Family & Parenting
Upashana Sarkar || Blogger,unicornashes,7.61,81k,1.2k,2.1k,1.50%,Bengaluru,Family & Parenting
Rithik Gowda || Bangalore,foodbureauofindia,7.19,80.7k,741,0,0.93%,Bengaluru,Food & Drink
NIDHI KHURANA ????,safarnamabynidhi,7.61,80.5k,1.1k,2.5k,1.41%,Delhi,Travel
The Food Punch,thefoodpunch,4.72,80.5k,69,2.2k,0.09%,Mumbai,Food & Drink
#momlife,mom_captures_life,7.61,80.3k,1.1k,19.5k,1.44%,Delhi,Family & Parenting
Neha Mahajan,thenehamahajan,6.41,80.3k,329,4.6k,0.44%,Chandigarh,LifestyleFamily & Parenting
Ankit Kumar,framesbyankit,3.12,80.2k,0,14.6k,0.02%,Delhi,Photography
Rachna Chhachhi,rachnarestores,6.89,80k,556,2.1k,0.70%,Mumbai,LifestyleFood & Drink
Ashik Aseem,ashikaseem,7.96,79.8k,5k,14k,6.34%,Kozhikode,TravelPhotography
The Iron Addict,_theironaddict_,7.09,79.7k,631,1.6k,0.86%,Bengaluru,Fitness
Luxury Lifestyle,luxurylifestylecody,4.43,79.5k,49,0,0.07%,India,LifestyleTravel
Abhradeep Saha,angryrantman,7.91,79.3k,4.5k,56.2k,5.71%,Bengaluru,Sports
Tanesh Vijayagomaran,taneshh10,7.86,79.3k,3.9k,36.9k,4.98%,Rajasthan,Business
Delhifoodblogger,delhifoodblogger,5.21,79.3k,100,1.7k,0.13%,New Delhi,Food & Drink
Kailash Rath,kailashrathtreks,7.68,79.2k,1.9k,6k,2.46%,Delhi,LifestyleTravel
Dr Rohini Shende,dr.rohini.somnath.patil,4.8,79.1k,75,2.8k,0.09%,Pune,FitnessHealth & Wellness
Singh Films,singh_films,5.92,79k,189,1.8k,0.24%,Kapurthala,Arts & EntertainmentMovies
Kalyani Potekar,bikergirl_93,7.71,78.9k,2.3k,5.9k,2.92%,Dewas,SportsAutomotive
Subhiksha Venkat,subhikshavenkat,7.66,78.9k,1.7k,17.7k,2.22%,Chennai,Style & FashionFood & Drink
CA Jay Desai | Finance & Money,ca.jaydesai,5.83,78.8k,176,0,0.23%,Mumbai,Investment & Finance
Elaine Rau,ladybossblogger,5.02,78.7k,88,0,0.11%,Mumbai,Businessstartup
Muhsina_Sinu,__ayshus__kitchen__,2,78.6k,0,0,0.00%,Chennai,Food & Drink
Hannah Gale,hannahfgale,2.32,78.5k,0,0,0.01%,Assam,Travel
Spoonful Of Hyderabad™,spoonfulofhyderabad,7.69,78.5k,2.1k,25.6k,2.66%,Hyderabad,Food & Drink
Rino Anto,rinoanto13,7.71,78.2k,2.3k,3.9k,2.95%,Kochi,SportsFootball
Jigna Shah,jignagshah,7.68,78.1k,1.8k,6.8k,2.44%,Mumbai,Family & ParentingStyle & Fashion
Priyanka Bharwani,amominlove,5.55,78.1k,98,4k,0.18%,Mumbai,Family & ParentingStyle & Fashion
Saga Outerwear,sagaouterwear,6.29,78k,310,4.6k,0.40%,Saugor,Travel
Rishi Dhawan,rishidhawan19,7.69,77.7k,2.1k,8.1k,2.69%,India,SportsCricket
Karishma Rola,hungrito,6.86,77.5k,542,5.5k,0.70%,Ahmedabad,Food & Drink
Sheethal Sathya,sheethal_birthandbond,4.72,77.5k,68,28.2k,0.09%,Bihar,Family & ParentingEducation
Food Of Chennai | Food Blogger,foodofchennai,7.07,77.5k,664,26.1k,0.87%,Chennai,Food & Drink
Kempinski Hotels,kempinski,6.32,77.5k,317,1.8k,0.41%,Assam,Business
Neetika Sharma,neetika_and_arya,7.65,77.4k,1.6k,21.4k,2.12%,New Delhi,Family & Parenting
PIXIPfoto Wedding Photographer,pixipfoto,3.36,77.4k,17,0,0.02%,India,Arts & EntertainmentPhotography
Mustafa Ahmed,mustafa_thebull_ahmed,7.62,77.2k,1.3k,21.6k,1.68%,Mumbai,Fitness
Priyanka Thakur | Mom Blogger,amomnextdoor,7.42,76.9k,813,4.5k,1.16%,Bengaluru,Family & Parenting
Satish K Videos,satishkvideos,7.8,76.9k,3.2k,6k,4.26%,Mumbai,EducationInvestment & Finance
WhARTever,whartever,7.72,76.9k,2.3k,14.3k,3.08%,India,Business
WhARTever,whartever,7.72,76.9k,2.3k,14.3k,3.08%,India,Business
Anita,anitakamaraj,4.13,76.3k,0,268.5k,0.05%,India,Food & Drink
Hetal Gada,thehetalgada,7.63,76.3k,1.4k,6.8k,1.85%,Mumbai,TravelStyle & Fashion
Ann Geo,al_things_beautiful,5.28,76k,111,652,0.15%,Bengaluru,Family & Parenting
Badri Fitness,badri_fitnesss,7.84,75.7k,3.7k,13.5k,4.90%,India,Fitness
Vishakha Luthra Chopra,tales_of_mummas,7.7,75.6k,2.1k,22.5k,2.84%,Delhi,Family & Parenting
Teswe_curlybears,outofvanilla,7.23,75.6k,756,6.8k,1.02%,Bengaluru,Travel
Delhi,streets.of.delhi,6.65,75.4k,442,5k,0.59%,New Delhi,Travel
